method_code,label
"private boolean isInlinableObject(List<Reference> refs) {
    boolean ret = false;
    for (Reference ref : refs) {
        Node name = ref.getNode();
        Node parent = ref.getParent();
        Node gramps = ref.getGrandparent();
                if (parent.isGetProp()) {
            Preconditions.checkState(parent.getFirstChild() == name);
                        if (gramps.isCall() && gramps.getFirstChild() == parent) {
                return false;
            }
                        continue;
        }
                if (!isVarOrAssignExprLhs(name)) {
            return false;
        }
        Node val = ref.getAssignedValue();
        if (val == null) {
                        continue;
        }
                if (!val.isObjectLit()) {
            return false;
        }
                for (Node child = val.getFirstChild(); child != null; child = child.getNext()) {
            if (child.isGetterDef() || child.isSetterDef()) {
                                return false;
            }
            Node childVal = child.getFirstChild();
                        for (Reference t : refs) {
                Node refNode = t.getParent();
                while (!NodeUtil.isStatementBlock(refNode)) {
                    if (refNode == childVal) {
                                                return false;
                    }
                    refNode = refNode.getParent();
                }
            }
        }
                                ret = true;
    }
    return ret;
}",1
"JSType getGreatestSubtypeHelper(JSType that) {
    if (that.isRecordType()) {
        RecordType thatRecord = that.toMaybeRecordType();
        RecordTypeBuilder builder = new RecordTypeBuilder(registry);
        builder.setSynthesized(true);
                for (String property : properties.keySet()) {
            if (thatRecord.hasProperty(property) && !thatRecord.getPropertyType(property).isInvariant(getPropertyType(property))) {
                return registry.getNativeObjectType(JSTypeNative.NO_TYPE);
            }
            builder.addProperty(property, getPropertyType(property), getPropertyNode(property));
        }
        for (String property : thatRecord.properties.keySet()) {
            if (!hasProperty(property)) {
                builder.addProperty(property, thatRecord.getPropertyType(property), thatRecord.getPropertyNode(property));
            }
        }
        return builder.build();
    }
    JSType greatestSubtype = registry.getNativeType(JSTypeNative.NO_OBJECT_TYPE);
    JSType thatRestrictedToObj = registry.getNativeType(JSTypeNative.OBJECT_TYPE).getGreatestSubtype(that);
    if (!thatRestrictedToObj.isEmptyType()) {
                for (Map.Entry<String, JSType> entry : properties.entrySet()) {
            String propName = entry.getKey();
            JSType propType = entry.getValue();
            UnionTypeBuilder builder = new UnionTypeBuilder(registry);
            for (ObjectType alt : registry.getEachReferenceTypeWithProperty(propName)) {
                JSType altPropType = alt.getPropertyType(propName);
                if (altPropType != null && !alt.isEquivalentTo(this) && alt.isSubtype(that) && (propType.isUnknownType() || altPropType.isUnknownType() || altPropType.isEquivalentTo(propType))) {
                    builder.addAlternate(alt);
                }
            }
            greatestSubtype = greatestSubtype.getLeastSupertype(builder.build());
        }
    }
    return greatestSubtype;
}",2
"public void setMaxMemory(long maxMemory) {
    if (maxMemory <= 0) {
        throw new IllegalArgumentException(""Max memory must be larger than 0"");
    }
    this.maxMemory = maxMemory;
    if (segments != null) {
        long max = 1 + maxMemory / segments.length;
        for (Segment<K, V> s : segments) {
            s.setMaxMemory(max);
        }
    }
}",3
"private synchronized void retry(ZooRunnable op) {
    int sleepTime = 100;
    while (true) {
        ZooKeeper zooKeeper = getZooKeeper();
        try {
            op.run(zooKeeper);
            return;
        } catch (KeeperException e) {
            final Code code = e.code();
            if (code == Code.NONODE) {
                log.error(""Looked up non-existent node in cache "" + e.getPath(), e);
            } else if (code == Code.CONNECTIONLOSS || code == Code.OPERATIONTIMEOUT || code == Code.SESSIONEXPIRED) {
                log.warn(""Saw (possibly) transient exception communicating with ZooKeeper, wil retry"", e);
                continue;
            }
            log.warn(""Zookeeper error, will retry"", e);
        } catch (InterruptedException e) {
            log.info(""Zookeeper error, will retry"", e);
        } catch (ConcurrentModificationException e) {
            log.debug(""Zookeeper was modified, will retry"");
        }
        try {
                        wait(sleepTime);
        } catch (InterruptedException e) {
            log.info(""Interrupted waiting before retrying ZooKeeper operation"", e);
        }
        if (sleepTime < 10000)
            sleepTime = (int) (sleepTime + sleepTime * Math.random());
    }
}",1
"private final int children_indexOf(Component<?> child) {
    if (children instanceof Component) {
        if (((Component) children).getId().equals(child.getId())) {
            return 0;
        }
    } else {
        if (children != null) {
            final Component[] components = (Component[]) children;
            for (int i = 0; i < components.length; i++) {
                if (components[i].getId().equals(child.getId())) {
                    return i;
                }
            }
        }
    }
    return -1;
}",1
"public static boolean isRelative(String url) {
    if ((url != null) && (url.startsWith(""/"") == false) && (url.indexOf(""://"") < 0) && !(url.startsWith(""#""))) {
        return true;
    } else {
        return false;
    }
}",1
"@Override
protected void doStop() throws Exception {
    if (future != null) {
        LOG.debug(""This consumer is stopping, so cancelling scheduled task: "" + future);
        future.cancel(false);
        future = null;
    }
}",3
"@Override
@Nonnull
public NodeState processCommit(NodeState before, NodeState after, CommitInfo info) throws CommitFailedException {
        NodeState async = before.getChildNode(ASYNC);
    if (Objects.equal(checkpoint, async.getString(name)) && lease == async.getLong(name + ""-lease"")) {
        return after;
    } else {
        throw CONCURRENT_UPDATE;
    }
}",1
"CommandLineConfig setJscompOff(List<String> jscompOff) {
    this.jscompOff.clear();
    this.jscompOff.addAll(jscompOff);
    return this;
}",2
"public double value(final double[] point) {
    double value;
    if (boundaries != null && isRepairMode) {
        double[] repaired = repair(point);
        value = CMAESOptimizer.this.computeObjectiveValue(decode(repaired)) + penalty(point, repaired);
    } else {
        value = CMAESOptimizer.this.computeObjectiveValue(decode(point));
    }
    return isMinimize ? value : -value;
}",1
"@Override
protected double getSolverAbsoluteAccuracy() {
    return solverAbsoluteAccuracy;
}",1
"@Override
@SuppressWarnings(""unchecked,rawtypes"")
protected void processTriggerResult(TriggerResult triggerResult, K key, W window) throws Exception {
    if (!triggerResult.isFire() && !triggerResult.isPurge()) {
                return;
    }
    ListState<StreamRecord<IN>> windowState;
    MergingWindowSet<W> mergingWindows = null;
    if (windowAssigner instanceof MergingWindowAssigner) {
        mergingWindows = mergingWindowsByKey.get(key);
        W stateWindow = mergingWindows.getStateWindow(window);
        windowState = getPartitionedState(stateWindow, windowSerializer, windowStateDescriptor);
    } else {
        windowState = getPartitionedState(window, windowSerializer, windowStateDescriptor);
    }
    if (triggerResult.isFire()) {
        timestampedCollector.setAbsoluteTimestamp(window.maxTimestamp());
        Iterable<StreamRecord<IN>> contents = windowState.get();
                int toEvict = evictor.evict((Iterable) contents, Iterables.size(contents), context.window);
        FluentIterable<IN> projectedContents = FluentIterable.from(contents).skip(toEvict).transform(new Function<StreamRecord<IN>, IN>() {

            @Override
            public IN apply(StreamRecord<IN> input) {
                return input.getValue();
            }
        });
        userFunction.apply(context.key, context.window, projectedContents, timestampedCollector);
    }
    if (triggerResult.isPurge()) {
        windowState.clear();
        if (mergingWindows != null) {
            mergingWindows.retireWindow(window);
        }
        context.clear();
    }
}",1
"@Override
public Buffer getNextBuffer() throws IOException, InterruptedException {
    if (isReleased.get()) {
        return null;
    }
        synchronized (parent.buffers) {
        if (parent.spillWriter == null) {
            if (currentQueuePosition < numberOfBuffers) {
                Buffer buffer = parent.buffers.get(currentQueuePosition);
                buffer.retain();
                                currentBytesRead += buffer.getSize() + 8;
                currentQueuePosition++;
                return buffer;
            }
            return null;
        }
    }
        if (spilledView != null) {
        return spilledView.getNextBuffer();
    }
        if (parent.spillWriter.getNumberOfOutstandingRequests() > 0) {
        return null;
    }
    if (ioMode.isSynchronous()) {
        spilledView = new SpilledSubpartitionViewSyncIO(parent, bufferProvider.getMemorySegmentSize(), parent.spillWriter.getChannelID(), currentBytesRead);
    } else {
        spilledView = new SpilledSubpartitionViewAsyncIO(parent, bufferProvider, parent.ioManager, parent.spillWriter.getChannelID(), currentBytesRead);
    }
    return spilledView.getNextBuffer();
}",0
"@Override
public void restrict(FilterImpl f) {
    if (f.getSelector() == selector1) {
        String p2 = selector2.currentPath();
        if (p2 != null) {
            if (selector2Path.equals(""."")) {
                f.restrictPath(p2, Filter.PathRestriction.EXACT);
            } else {
                                String p = PathUtils.concat(p2, selector2Path);
                f.restrictPath(p, Filter.PathRestriction.EXACT);
            }
        }
    }
    if (f.getSelector() == selector2) {
        String p1 = selector1.currentPath();
        if (p1 != null) {
            if (selector2Path.equals(""."")) {
                f.restrictPath(p1, Filter.PathRestriction.EXACT);
            } else {
                        }
        }
    }
}",3
"private void copyNodeType(QNodeTypeDefinition def, NodeBuilder builder) throws NamespaceException {
    builder.setProperty(JCR_PRIMARYTYPE, NT_NODETYPE, NAME);
        builder.setProperty(JCR_NODETYPENAME, getOakName(def.getName()), NAME);
        Name[] supertypes = def.getSupertypes();
    if (supertypes != null && supertypes.length > 0) {
        List<String> names = newArrayListWithCapacity(supertypes.length);
        for (Name supertype : supertypes) {
            names.add(getOakName(supertype));
        }
        builder.setProperty(JCR_SUPERTYPES, names, NAMES);
    }
        builder.setProperty(JCR_IS_ABSTRACT, def.isAbstract());
        builder.setProperty(JCR_IS_QUERYABLE, def.isQueryable());
        builder.setProperty(JCR_ISMIXIN, def.isMixin());
        builder.setProperty(JCR_HASORDERABLECHILDNODES, def.hasOrderableChildNodes());
        Name primary = def.getPrimaryItemName();
    if (primary != null) {
        builder.setProperty(JCR_PRIMARYITEMNAME, getOakName(primary), NAME);
    }
        QPropertyDefinition[] properties = def.getPropertyDefs();
    for (int i = 0; i < properties.length; i++) {
        String name = JCR_PROPERTYDEFINITION + '[' + (i + 1) + ']';
        copyPropertyDefinition(properties[i], builder.child(name));
    }
        QNodeDefinition[] childNodes = def.getChildNodeDefs();
    for (int i = 0; i < childNodes.length; i++) {
        String name = JCR_CHILDNODEDEFINITION + '[' + (i + 1) + ']';
        copyChildNodeDefinition(childNodes[i], builder.child(name));
    }
}",1
"protected String getFilterPathFromAnnotation(boolean isServlet) {
    String[] patterns = null;
    if (isServlet) {
        WebServlet servlet = getClass().getAnnotation(WebServlet.class);
        if (servlet != null) {
            if (servlet.urlPatterns().length > 0) {
                patterns = servlet.urlPatterns();
            } else {
                patterns = servlet.value();
            }
        }
    } else {
        WebFilter filter = getClass().getAnnotation(WebFilter.class);
        if (filter != null) {
            if (filter.urlPatterns().length > 0) {
                patterns = filter.urlPatterns();
            } else {
                patterns = filter.value();
            }
        }
    }
    if (patterns != null && patterns.length > 0) {
        String pattern = patterns[0];
        if (patterns.length > 1) {
            log.warn(""Multiple url patterns defined for Wicket filter/servlet, using the first: {}"", pattern);
        }
        if (""/*"".equals(pattern)) {
            pattern = """";
        }
        return pattern;
    }
    return null;
}",3
"private void scanVars(Node n, Node parent) {
    switch(n.getType()) {
        case Token.VAR:
                        for (Node child = n.getFirstChild(); child != null; ) {
                Node next = child.getNext();
                Preconditions.checkState(child.getType() == Token.NAME);
                String name = child.getString();
                declareVar(name, child, n, parent, null, n);
                child = next;
            }
            return;
        case Token.FUNCTION:
            if (NodeUtil.isFunctionExpression(n)) {
                return;
            }
            String fnName = n.getFirstChild().getString();
            if (fnName.isEmpty()) {
                                return;
            }
            declareVar(fnName, n.getFirstChild(), n, parent, null, n);
                        return;
        case Token.CATCH:
            Preconditions.checkState(n.getChildCount() == 2);
            Preconditions.checkState(n.getFirstChild().getType() == Token.NAME);
                                    final Node var = n.getFirstChild();
            final Node block = var.getNext();
            declareVar(var.getString(), var, n, parent, null, n);
            scanVars(block, n);
                        return;
        case Token.SCRIPT:
            sourceName = (String) n.getProp(Node.SOURCENAME_PROP);
            break;
    }
        if (NodeUtil.isControlStructure(n) || NodeUtil.isStatementBlock(n)) {
        for (Node child = n.getFirstChild(); child != null; ) {
            Node next = child.getNext();
            scanVars(child, n);
            child = next;
        }
    }
}",2
"static IZooReaderWriter getZooReaderWriter() {
    return zoo;
}",0
"@Override
public HttpSession getSession() {
    if (session instanceof MockHttpSession && ((MockHttpSession) session).isTemporary()) {
        return null;
    }
    return session;
}",3
"public Object getValue() {
    if (node instanceof Element) {
        return ((Element) node).getTextTrim();
    }
    if (node instanceof Comment) {
        String text = ((Comment) node).getText();
        if (text != null) {
            text = text.trim();
        }
        return text;
    }
    if (node instanceof Text) {
        return ((Text) node).getTextTrim();
    }
    if (node instanceof CDATA) {
        return ((CDATA) node).getTextTrim();
    }
    if (node instanceof ProcessingInstruction) {
        String text = ((ProcessingInstruction) node).getData();
        if (text != null) {
            text = text.trim();
        }
        return text;
    }
    return null;
}",1
"@SuppressWarnings({ ""unchecked"", ""rawtypes"" })
private <IN1, IN2, OUT> TypeInformation<OUT> createTypeInfoWithTypeHierarchy(ArrayList<Type> typeHierarchy, Type t, TypeInformation<IN1> in1Type, TypeInformation<IN2> in2Type) {
        if (isClassType(t) && Tuple.class.isAssignableFrom(typeToClass(t))) {
        Type curT = t;
                if (typeToClass(t).equals(Tuple.class)) {
            throw new InvalidTypesException(""Usage of class Tuple as a type is not allowed. Use a concrete subclass (e.g. Tuple1, Tuple2, etc.) instead."");
        }
                while (!(isClassType(curT) && typeToClass(curT).getSuperclass().equals(Tuple.class))) {
            typeHierarchy.add(curT);
            curT = typeToClass(curT).getGenericSuperclass();
        }
                if (curT instanceof Class<?>) {
            throw new InvalidTypesException(""Tuple needs to be parameterized by using generics."");
        }
        typeHierarchy.add(curT);
        ParameterizedType tupleChild = (ParameterizedType) curT;
        Type[] subtypes = new Type[tupleChild.getActualTypeArguments().length];
                for (int i = 0; i < subtypes.length; i++) {
                        if (tupleChild.getActualTypeArguments()[i] instanceof TypeVariable<?>) {
                subtypes[i] = materializeTypeVariable(typeHierarchy, (TypeVariable<?>) tupleChild.getActualTypeArguments()[i]);
            } else             {
                subtypes[i] = tupleChild.getActualTypeArguments()[i];
            }
        }
        TypeInformation<?>[] tupleSubTypes = new TypeInformation<?>[subtypes.length];
        for (int i = 0; i < subtypes.length; i++) {
                        if (subtypes[i] instanceof TypeVariable<?>) {
                tupleSubTypes[i] = createTypeInfoFromInputs((TypeVariable<?>) subtypes[i], typeHierarchy, in1Type, in2Type);
                                if (tupleSubTypes[i] == null) {
                    throw new InvalidTypesException(""Type of TypeVariable '"" + ((TypeVariable<?>) subtypes[i]).getName() + ""' in '"" + ((TypeVariable<?>) subtypes[i]).getGenericDeclaration() + ""' could not be determined. This is most likely a type erasure problem. "" + ""The type extraction currently supports types with generic variables only in cases where "" + ""all variables in the return type can be deduced from the input type(s)."");
                }
            } else {
                tupleSubTypes[i] = createTypeInfoWithTypeHierarchy(new ArrayList<Type>(typeHierarchy), subtypes[i], in1Type, in2Type);
            }
        }
        Class<?> tAsClass = null;
        if (isClassType(t)) {
            tAsClass = typeToClass(t);
        }
        Preconditions.checkNotNull(tAsClass, ""t has a unexpected type"");
                        int fieldCount = countFieldsInClass(tAsClass);
        if (fieldCount != tupleSubTypes.length) {
                        if (t instanceof ParameterizedType) {
                return (TypeInformation<OUT>) analyzePojo(tAsClass, new ArrayList<Type>(typeHierarchy), (ParameterizedType) t, in1Type, in2Type);
            } else {
                return (TypeInformation<OUT>) analyzePojo(tAsClass, new ArrayList<Type>(typeHierarchy), null, in1Type, in2Type);
            }
        }
        return new TupleTypeInfo(tAsClass, tupleSubTypes);
    } else     if (t instanceof TypeVariable) {
        Type typeVar = materializeTypeVariable(typeHierarchy, (TypeVariable<?>) t);
        if (!(typeVar instanceof TypeVariable)) {
            return createTypeInfoWithTypeHierarchy(typeHierarchy, typeVar, in1Type, in2Type);
        } else         {
            TypeInformation<OUT> typeInfo = (TypeInformation<OUT>) createTypeInfoFromInputs((TypeVariable<?>) t, typeHierarchy, in1Type, in2Type);
            if (typeInfo != null) {
                return typeInfo;
            } else {
                throw new InvalidTypesException(""Type of TypeVariable '"" + ((TypeVariable<?>) t).getName() + ""' in '"" + ((TypeVariable<?>) t).getGenericDeclaration() + ""' could not be determined. This is most likely a type erasure problem. "" + ""The type extraction currently supports types with generic variables only in cases where "" + ""all variables in the return type can be deduced from the input type(s)."");
            }
        }
    } else     if (t instanceof GenericArrayType) {
        GenericArrayType genericArray = (GenericArrayType) t;
        Type componentType = genericArray.getGenericComponentType();
                if (componentType instanceof Class) {
            Class<?> componentClass = (Class<?>) componentType;
            String className;
                        if (componentClass.isPrimitive()) {
                className = encodePrimitiveClass(componentClass);
            } else             {
                className = ""L"" + componentClass.getName() + "";"";
            }
            Class<OUT> classArray;
            try {
                classArray = (Class<OUT>) Class.forName(""["" + className);
            } catch (ClassNotFoundException e) {
                throw new InvalidTypesException(""Could not convert GenericArrayType to Class."");
            }
            return getForClass(classArray);
        }
        TypeInformation<?> componentInfo = createTypeInfoWithTypeHierarchy(typeHierarchy, genericArray.getGenericComponentType(), in1Type, in2Type);
        return ObjectArrayTypeInfo.getInfoFor(t, componentInfo);
    } else     if (t instanceof ParameterizedType) {
        return (TypeInformation<OUT>) privateGetForClass(typeToClass(t), typeHierarchy, (ParameterizedType) t, in1Type, in2Type);
    } else     if (t instanceof Class) {
        return privateGetForClass((Class<OUT>) t, typeHierarchy);
    }
    throw new InvalidTypesException(""Type Information could not be created."");
}",1
"private void processNonOptionToken(String value) {
    eatTheRest = true;
    tokens.add(""--"");
    tokens.add(value);
}",1
"@Override
public Cursor query(Filter filter, NodeState root) {
    if (!isLive(root)) {
        throw new IllegalStateException(""Lucene index is not live"");
    }
    FullTextExpression ft = filter.getFullTextConstraint();
    Set<String> relPaths = getRelativePaths(ft);
    if (relPaths.size() > 1) {
        return new MultiLuceneIndex(filter, root, relPaths).query();
    }
    String parent = relPaths.size() == 0 ? """" : relPaths.iterator().next();
            boolean nonFullTextConstraints = parent.isEmpty();
    Directory directory = newDirectory(root);
    QueryEngineSettings settings = filter.getQueryEngineSettings();
    if (directory == null) {
        return newPathCursor(Collections.<String>emptySet(), settings);
    }
    long s = System.currentTimeMillis();
    try {
        try {
            IndexReader reader = DirectoryReader.open(directory);
            try {
                IndexSearcher searcher = new IndexSearcher(reader);
                List<LuceneResultRow> rows = new ArrayList<LuceneResultRow>();
                Query query = getQuery(filter, reader, nonFullTextConstraints, analyzer);
                                HashSet<String> seenPaths = new HashSet<String>();
                int parentDepth = getDepth(parent);
                if (query != null) {
                                                                                TopDocs docs = searcher.search(query, Integer.MAX_VALUE);
                    for (ScoreDoc doc : docs.scoreDocs) {
                        String path = reader.document(doc.doc, PATH_SELECTOR).get(PATH);
                        if (path != null) {
                            if ("""".equals(path)) {
                                path = ""/"";
                            }
                            if (!parent.isEmpty()) {
                                                                                                                                                                                                                                                                path = getAncestorPath(path, parentDepth);
                                                                if (seenPaths.contains(path)) {
                                    continue;
                                }
                                seenPaths.add(path);
                            }
                            LuceneResultRow r = new LuceneResultRow();
                            r.path = path;
                            r.score = doc.score;
                            rows.add(r);
                        }
                    }
                }
                LOG.debug(""query via {} took {} ms."", this, System.currentTimeMillis() - s);
                return new LucenePathCursor(rows, settings);
            } finally {
                reader.close();
            }
        } finally {
            directory.close();
        }
    } catch (IOException e) {
        LOG.warn(""query via {} failed."", this, e);
        return newPathCursor(Collections.<String>emptySet(), settings);
    }
}",1
"@Override
public boolean copyTo(NodeStateBuilder destParent, String destName) {
    if (!(destParent instanceof KernelNodeStateBuilder)) {
        throw new IllegalArgumentException(""Alien builder for destParent"");
    }
    if (destParent.getChildBuilder(destName) != null) {
        return false;
    }
    KernelNodeStateBuilder destParentBuilder = (KernelNodeStateBuilder) destParent;
    String destPath = PathUtils.concat(destParentBuilder.path, destName);
    context.copyNode(path, destPath);
    return true;
}",1
"@Override
public String toString() {
    StringBuilder buff = new StringBuilder();
    buff.append(s1).append("" union "").append(s2);
        if (orderList != null && !orderList.isEmpty()) {
        buff.append("" order by "");
        for (int i = 0; i < orderList.size(); i++) {
            if (i > 0) {
                buff.append("", "");
            }
            buff.append(orderList.get(i));
        }
    }
        if (xpathQuery != null) {
        buff.append("" /* xpath: "");
        buff.append(xpathQuery);
        buff.append("" */"");
    }
    return buff.toString();
}",1
"BackgroundWriteStats backgroundWrite() {
    return unsavedLastRevisions.persist(this, new UnsavedModifications.Snapshot() {

        @Override
        public void acquiring() {
            if (store.create(JOURNAL, singletonList(changes.asUpdateOp(getHeadRevision())))) {
                changes = JOURNAL.newDocument(getDocumentStore());
            }
        }
    }, backgroundOperationLock.writeLock());
}",0
"@Override
public final String getEncoding() {
    return xmlReader.getEncoding();
}",3
"@Override
public QueryResult execute() throws RepositoryException {
    return manager.executeQuery(statement, language, limit, offset, bindVariableMap);
}",1
"public boolean visitObject(final Object object) {
    return clazz.isAssignableFrom(object.getClass());
}",3
"private void print(final Object object, final CharSequence value, final int offset, final int len) throws IOException {
    if (!newRecord) {
        out.append(format.getDelimiter());
    }
    if (format.isQuoteCharacterSet()) {
                printAndQuote(object, value, offset, len);
    } else if (format.isEscapeCharacterSet()) {
        printAndEscape(value, offset, len);
    } else {
        out.append(value, offset, offset + len);
    }
    newRecord = false;
}",3
"public static boolean isEqual(Cookie c1, Cookie c2) {
    Args.notNull(c1, ""c1"");
    Args.notNull(c2, ""c2"");
    return c1.getName().equals(c2.getName()) && ((c1.getPath() == null && c2.getPath() == null) || (c1.getPath().equals(c2.getPath()))) && ((c1.getDomain() == null && c2.getDomain() == null) || (c1.getDomain().equals(c2.getDomain())));
}",1
"public int getOffsetFromLocal(long instantLocal) {
        final int offsetLocal = getOffset(instantLocal);
        final long instantAdjusted = instantLocal - offsetLocal;
    final int offsetAdjusted = getOffset(instantAdjusted);
        if (offsetLocal != offsetAdjusted) {
                if ((offsetLocal - offsetAdjusted) < 0) {
                                                long nextLocal = nextTransition(instantAdjusted);
            long nextAdjusted = nextTransition(instantLocal - offsetAdjusted);
            if (nextLocal != nextAdjusted) {
                return offsetLocal;
            }
        }
    }
    return offsetAdjusted;
}",2
"@Converter
public static InputStream genericFileToInputStream(GenericFile<?> file, Exchange exchange) throws IOException {
    if (exchange != null) {
                if (file.getFile() instanceof java.io.File) {
            return IOHelper.buffered(new FileInputStream((File) file.getFile()));
        }
                file.getBinding().loadContent(exchange, file);
        return exchange.getContext().getTypeConverter().convertTo(InputStream.class, exchange, file.getBody());
    } else {
                return null;
    }
}",3
"@Override
protected void executeInsideBufferedZone() {
    TextLabel.super.onComponentTagBody(markupStream, openTag);
}",1
"@Override
public final void close() throws Exception {
    super.close();
}",1
"private void addPossibleSignature(String name, Node node, NodeTraversal t) {
    boolean signatureAdded = false;
    if (node.getType() == Token.FUNCTION) {
                addSignature(name, node, t.getSourceName());
        signatureAdded = true;
    } else if (node.getType() == Token.NAME) {
        String functionName = node.getString();
        Scope.Var v = t.getScope().getVar(functionName);
        if (v == null) {
            if (compiler.isIdeMode()) {
                return;
            } else {
                throw new IllegalStateException(""VarCheck should have caught this undefined function"");
            }
        }
        Node function = v.getInitialValue();
        if (function != null && function.getType() == Token.FUNCTION) {
            addSignature(name, function, v.getInputName());
            signatureAdded = true;
        }
    }
    if (!signatureAdded) {
        nonMethodProperties.add(name);
    }
}",2
"private Node tryFoldShift(Node n, Node left, Node right) {
    if (left.getType() == Token.NUMBER && right.getType() == Token.NUMBER) {
        double result;
        double lval = left.getDouble();
        double rval = right.getDouble();
                if (!(lval >= Integer.MIN_VALUE && lval <= Integer.MAX_VALUE)) {
            error(BITWISE_OPERAND_OUT_OF_RANGE, left);
            return n;
        }
                if (!(rval >= 0 && rval < 32)) {
            error(SHIFT_AMOUNT_OUT_OF_BOUNDS, right);
            return n;
        }
                int lvalInt = (int) lval;
        if (lvalInt != lval) {
            error(FRACTIONAL_BITWISE_OPERAND, left);
            return n;
        }
        int rvalInt = (int) rval;
        if (rvalInt != rval) {
            error(FRACTIONAL_BITWISE_OPERAND, right);
            return n;
        }
        switch(n.getType()) {
            case Token.LSH:
                result = lvalInt << rvalInt;
                break;
            case Token.RSH:
                result = lvalInt >> rvalInt;
                break;
            case Token.URSH:
                                                                result = lvalInt >>> rvalInt;
                break;
            default:
                throw new AssertionError(""Unknown shift operator: "" + Node.tokenToName(n.getType()));
        }
        Node newNumber = Node.newNumber(result);
        n.getParent().replaceChild(n, newNumber);
        reportCodeChange();
        return newNumber;
    }
    return n;
}",1
"@Override
public NodeDocument apply(String name) {
    String p = concat(path, name);
    NodeDocument doc = store.find(Collection.NODES, Utils.getIdFromPath(p));
    if (doc == null) {
        docChildrenCache.invalidateAll();
        throw new NullPointerException(""Document "" + p + "" not found"");
    }
    return doc;
}",0
"public int compareTo(setTableProperty_result other) {
    if (!getClass().equals(other.getClass())) {
        return getClass().getName().compareTo(other.getClass().getName());
    }
    int lastComparison = 0;
    setTableProperty_result typedOther = (setTableProperty_result) other;
    lastComparison = Boolean.valueOf(isSetOuch1()).compareTo(typedOther.isSetOuch1());
    if (lastComparison != 0) {
        return lastComparison;
    }
    if (isSetOuch1()) {
        lastComparison = org.apache.thrift.TBaseHelper.compareTo(this.ouch1, typedOther.ouch1);
        if (lastComparison != 0) {
            return lastComparison;
        }
    }
    lastComparison = Boolean.valueOf(isSetOuch2()).compareTo(typedOther.isSetOuch2());
    if (lastComparison != 0) {
        return lastComparison;
    }
    if (isSetOuch2()) {
        lastComparison = org.apache.thrift.TBaseHelper.compareTo(this.ouch2, typedOther.ouch2);
        if (lastComparison != 0) {
            return lastComparison;
        }
    }
    return 0;
}",3
"public Duration getAsDuration(String key, Duration defaultValue) {
    if (!containsKey(key))
        return defaultValue;
    try {
        return getDuration(key);
    } catch (StringValueConversionException ignored) {
        return defaultValue;
    }
}",3
"@Nonnull
private NodeState read() {
    if (revision != root.revision) {
                assert (!isRoot());
        checkState(!removed(), ""This node has already been removed"");
        parent.read();
                baseState = parent.getBaseState(name);
                writeState = parent.getWriteState(name);
        revision = root.revision;
    }
    assert classInvariants();
    if (writeState != null) {
        return writeState;
    } else {
        return baseState;
    }
}",1
"public static final int parseField(byte[] bytes, int startPos, int length) {
    return parseField(bytes, startPos, length, (char) 0xffff);
}",0
